name,emoji,category,price,unit,image_url,group_key,in_stock,featured,sort_order,id
Ladies Finger,,Vegetables,60,per kg,,Ladies Finger,true,false,263,263
Brinjal,,Vegetables,70,per kg,,Brinjal,true,false,264,264
Pumpkin,,Vegetables,20,per kg,,Pumpkin,true,false,265,265
Indian Broad Bean,,Vegetables,70,per kg,,Indian Broad Bean,true,false,266,266
Radish,,Vegetables,50,per kg,,Radish,true,false,267,267
Bitter Gourd,,Vegetables,70,per kg,,Bitter Gourd,true,false,268,268
Bottle Gourd,,Vegetables,60,per kg,,Bottle Gourd,true,false,269,269
Peerkangai,,Vegetables,60,per kg,,Peerkangai,true,false,270,270
Lemon,,Vegetables,8,per piece,,Lemon,true,false,271,271
Capsicum,,Vegetables,80,per kg,,Capsicum,true,false,272,272
Kothavarangai,,Vegetables,50,per kg,,Kothavarangai,true,false,273,273
Sow Sow,,Vegetables,50,per kg,,Sow Sow,true,false,274,274
Kovakai,,Vegetables,80,per kg,,Kovakai,true,false,275,275
Ginger,,Vegetables,140,per kg,,Ginger,true,false,276,276
Green Chilli,,Vegetables,80,per kg,,Green Chilli,true,false,277,277
Potato,,Vegetables,35,per kg,,Potato,true,false,278,278
Small Onion,,Vegetables,70,per kg,,Small Onion,true,false,279,279
Cabbage,,Vegetables,35,per kg,,Cabbage,true,false,280,280
Cauliflower,,Vegetables,20,per piece,,Cauliflower,true,false,281,281
Cauliflower,,Vegetables,30,per piece,,Cauliflower,true,false,282,282
Cauliflower,,Vegetables,40,per piece,,Cauliflower,true,false,283,283
Cucumber,,Vegetables,70,per kg,,Cucumber,true,false,284,284
Sweetcorn,,Vegetables,30,per piece,,Sweetcorn,true,false,285,285
Drumstick,,Vegetables,5,per piece,,Drumstick,true,false,286,286
Coconut,,Vegetables,25,per piece,,Coconut,true,false,287,287
Coriander Leaf,,Vegetables,5,per bunch,,Coriander Leaf,true,false,288,288
Coriander Leaf,,Vegetables,10,per bunch,,Coriander Leaf,true,false,289,289
Mint Leaf,,Vegetables,5,per bunch,,Mint Leaf,true,false,290,290
Mint Leaf,,Vegetables,10,per bunch,,Mint Leaf,true,false,291,291
Curry Leaf,,Vegetables,5,per bunch,,Curry Leaf,true,false,292,292
Curry Leaf,,Vegetables,10,per bunch,,Curry Leaf,true,false,293,293
Pumpkin,,Vegetables,35,per kg,,Pumpkin,true,false,294,294
Garlic,,Vegetables,250,per kg,,Garlic,true,false,295,295
Banana,,Vegetables,3,per piece,,Banana,true,false,296,296
Red Banana,,Vegetables,10,per piece,,Red Banana,true,false,297,297
Bath Soap,,Bath & Body,40,per bar,,Bath Soap,true,false,298,310
Shampoo Sachet,,Bath & Body,5,per sachet,,Shampoo Sachet,true,false,299,311
Toothpaste-100g,,Bath & Body,50,tube,,Toothpaste-100g,true,false,300,312
Toothbrush,,Bath & Body,30,each,,Toothbrush,true,false,301,313
Sanitary Pads,,Bath & Body,55,per pack,,Sanitary Pads,true,false,302,314
Washing Powder,,Home Cleaning,60,per pack,,Washing Powder,true,false,303,315
Dish Soap,,Home Cleaning,35,per bar,,Dish Soap,true,false,304,316
Phenyl- 500ml,,Home Cleaning,60,bottle,,Phenyl- 500ml,true,false,305,317
Notebook-200 pages,,Stationery,60,each,,Notebook-200 pages,true,false,306,318
Pen (Blue),,Stationery,10,each,,Pen (Blue),true,false,307,319
Pencil Set,,Stationery,20,per pack,,Pencil Set,true,false,308,320
Stapler,,Stationery,80,each,,Stapler,true,false,309,321
Hamam soap ,,,,,,,false,false,,298
cinthol original,,,,,,,false,false,,299
cinthol lemon ,,,,,,,false,false,,300
cinthol charcoal,,,,,,,false,false,,301
Lifeboy,,,,,,,false,false,,302
Medimix,,,,,,,false,false,,303
,,,,,,,false,false,,304
,,,,,,,false,false,,305
,,,,,,,false,false,,306
,,,,,,,false,false,,307
,,,,,,,false,false,,308
,,,,,,,false,false,,309
